,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,34S
0,4,155.03514481707106,155.03498763264824,155.03498228379908,2636684.215648121,30.35640246481632,1219321.0342039405,14.101871297434938,-1,0.034500917654702805,0.9997840425341367,0.0,0.599870425520482,4.0,0.5714285714285714,1.1428571428571428,O4,de-protonated,,0.0,,C7 H8 O4,7.0,8.0,4.0,,,,,
1,11,159.06645255565726,159.06629142686535,159.0662824127191,13549333.113023045,55.263538438700905,1077554.0007580132,72.16521704627488,-1,0.05666912007461225,0.9994174673919045,0.0,0.5996504804351427,2.0,0.5714285714285714,1.7142857142857142,O4,de-protonated,,0.0,,C7 H12 O4,7.0,12.0,4.0,,,,,
2,12,159.10283074487958,159.10266958049556,159.1026679220691,1868505.0369887815,12.337901687136798,1466478.653484845,9.913518118534462,-1,0.010423624516106424,0.9999802854410951,0.0,0.599988171264657,1.0,0.375,2.0,O3,de-protonated,,0.0,,C8 H16 O3,8.0,16.0,3.0,,,,,
3,24,163.04024812104748,163.04008310448586,163.04006766422907,3119249.583142207,27.875620327052662,1099227.4285971026,16.628952608218558,-1,0.094702222649204,0.9983739988400901,0.0,0.599024399304054,6.0,0.3333333333333333,0.8888888888888888,O3,de-protonated,,0.0,,C9 H8 O3,9.0,8.0,3.0,,,,,
4,39,167.03514653814167,167.034977613492,167.03498228379908,2651717.099843461,36.07248800563542,1097176.2358321142,14.264210567934958,-1,-0.027960053721103353,0.999858159899842,0.0,0.5999148959399051,5.0,0.5,1.0,O4,de-protonated,,0.0,,C8 H8 O4,8.0,8.0,4.0,,,,,
5,40,167.07153473137677,167.07136577113116,167.07136779314908,1565402.7745428719,43.362929766043436,1211569.8798537094,8.636449190600983,-1,-0.012102719636960508,0.9999734225075987,0.0,0.5999840535045592,4.0,0.3333333333333333,1.3333333333333333,O3,de-protonated,,0.0,,C9 H12 O3,9.0,12.0,3.0,,,,,
6,46,169.05080167079174,169.0506307744125,169.05063234825906,3404949.0344690853,107.7388681759796,1137837.0058652693,18.008836407468717,-1,-0.009309912295327018,0.9999842731555039,0.0,0.5999905638933023,4.0,0.5,1.25,O4,de-protonated,,0.0,,C8 H10 O4,8.0,10.0,4.0,,,,,
7,48,171.06646711449883,171.06629424646357,171.0662824127191,10294314.852520075,97.17868178255004,1133941.056550076,54.459413943739534,-1,0.06917637019653562,0.9991320777274725,0.0,0.5994792466364834,3.0,0.5,1.5,O4,de-protonated,,0.0,,C8 H12 O4,8.0,12.0,4.0,,,,,
8,49,171.10287422363427,171.10270131998757,171.1026679220691,1553802.292680763,28.128295341444936,1171538.8068395497,8.268480177467607,-1,0.19519227193523675,0.9931106420638058,0.0,0.5958663852382835,2.0,0.3333333333333333,1.7777777777777777,O3,de-protonated,,0.0,,C9 H16 O3,9.0,16.0,3.0,,,,,
9,53,173.04568605510357,173.04551125114443,173.04554696782907,1880015.3524937858,53.958768508900874,972580.537448838,10.027155607884476,-1,-0.20640048392741953,0.9922998745605363,0.0,0.5953799247363217,3.0,0.7142857142857143,1.4285714285714286,O5,de-protonated,,0.0,,C7 H10 O5,7.0,10.0,5.0,,,,,
10,54,173.08211792382912,173.0819430842358,173.08193247717907,15618244.539996432,50.32347170207471,1004631.1458834877,82.55493035827607,-1,0.06128344296330775,0.9993187724984437,0.0,0.5995912634990662,2.0,0.5,1.75,O4,de-protonated,,0.0,,C8 H14 O4,8.0,14.0,4.0,,,,,
11,55,173.11850222357597,173.11832734839504,173.11831798652906,1935959.2844882496,52.49829815203199,1002952.482361675,10.265253204617835,-1,0.05407784737304016,0.9994695097580439,0.0,0.5996817058548264,1.0,0.3333333333333333,2.0,O3,de-protonated,,0.0,,C9 H18 O3,9.0,18.0,3.0,,,,,
12,58,175.09775295802956,175.09757614697727,175.0975825416391,3363475.5129094003,45.80159200410722,1096029.516082973,18.344337566502087,-1,-0.036520560314075114,0.9997580218555288,0.0,0.5998548131133172,1.0,0.5,2.0,O4,de-protonated,,0.0,,C8 H16 O4,8.0,16.0,4.0,,,,,
13,61,177.01951455578615,177.01933586516884,177.01933221933908,1735062.833991066,22.893339831047562,992919.3320848575,9.25874972751772,-1,0.020595658782578335,0.9999230358475274,0.0,0.5999538215085164,7.0,0.4444444444444444,0.6666666666666666,O4,de-protonated,,0.0,,C9 H6 O4,9.0,6.0,4.0,,,,,
14,62,177.055905741288,177.05572701507927,177.05571772868907,2507956.5560158957,37.68579170268825,1200487.3903266906,13.338876726084852,-1,0.052448970948875275,0.9995009783498102,0.0,0.5997005870098862,6.0,0.3,1.0,O3,de-protonated,,0.0,,C10 H10 O3,10.0,10.0,3.0,,,,,
15,64,179.0351669340529,179.03498627212306,179.03498228379908,5658013.478197086,52.809270358319985,1087909.9574079553,30.03276504250342,-1,0.02227678597394227,0.9999099592010113,0.0,0.5999459755206068,6.0,0.4444444444444444,0.8888888888888888,O4,de-protonated,,0.0,,C9 H8 O4,9.0,8.0,4.0,,,,,
16,65,179.0715577110942,179.07137701357485,179.07136779314908,5588074.884685339,43.33392850611879,1073832.8128922319,29.881248390036735,-1,0.05149022917806151,0.9995190510064601,0.0,0.599711430603876,5.0,0.3,1.2,O3,de-protonated,,0.0,,C10 H12 O3,10.0,12.0,3.0,,,,,
17,67,181.01442797636616,181.014245378796,181.01424683890906,9367990.034269098,55.849109384148704,953306.1705374165,49.48100964840563,-1,-0.00806628804064671,0.9999881941104154,0.0,0.5999929164662492,6.0,0.625,0.75,O5,de-protonated,,0.0,,C8 H6 O5,8.0,6.0,5.0,,,,,
18,68,181.05079327417798,181.05061064104473,181.05063234825906,3185614.178014117,38.06766343298061,1110595.9374278907,16.99151031233527,-1,-0.11989582167424213,0.9973950724001893,0.0,0.5984370434401136,5.0,0.4444444444444444,1.1111111111111112,O4,de-protonated,,0.0,,C9 H10 O4,9.0,10.0,4.0,,,,,
19,69,183.03007425821627,183.02988968950535,183.0298969033691,3818212.702257848,30.141933358395825,1075547.850408136,20.368167138735654,-1,-0.039413581394635605,0.9997181718159686,0.0,0.5998309030895811,5.0,0.625,1.0,O5,de-protonated,,0.0,,C8 H8 O5,8.0,8.0,5.0,,,,,
20,70,183.06645715255016,183.06627254826043,183.0662824127191,3992574.2176626488,31.639599001725955,1044339.7862571452,21.40713846993577,-1,-0.05388462873370105,0.9994732928426666,0.0,0.5996839757056,4.0,0.4444444444444444,1.3333333333333333,O4,de-protonated,,0.0,,C9 H12 O4,9.0,12.0,4.0,,,,,
21,72,185.04573095792017,185.04554441814193,185.04554696782907,3474059.4275341993,50.703236870293054,919833.6417645975,18.625725635368788,-1,-0.01377870032828413,0.9999655520916124,0.0,0.5999793312549674,4.0,0.625,1.25,O5,de-protonated,,0.0,,C8 H10 O5,8.0,10.0,5.0,,,,,
22,73,185.0821201824704,185.0819336071087,185.08193247717907,6785498.991958445,98.05065215937657,924070.466545716,36.2882382657708,-1,0.006105024018612357,0.9999932371911311,0.0,0.5999959423146787,3.0,0.4444444444444444,1.5555555555555556,O4,de-protonated,,0.0,,C9 H14 O4,9.0,14.0,4.0,,,,,
23,77,187.06139677954903,187.06120826877824,187.06119703228907,7807561.47890156,43.988507747718394,978023.9645268522,41.66707942833808,-1,0.060068519555483764,0.9993455062179449,0.0,0.599607303730767,3.0,0.625,1.5,O5,de-protonated,,0.0,,C8 H12 O5,8.0,12.0,5.0,,,,,
24,78,187.0977792115219,187.09759066517577,187.0975825416391,21304867.230064973,96.58014997343672,955908.3540286307,113.59419887787959,-1,0.04341871532069396,0.9993809198086261,0.9959595798961756,0.9980123838436459,2.0,0.4444444444444444,1.7777777777777777,O4,de-protonated,,0.0,,C9 H16 O4,9.0,16.0,4.0,,,,,
25,79,188.10114012631988,188.1009505988823,188.10093737670908,2177965.221977782,17.74859218845997,962493.1351965915,11.488209042384641,-1,0.07029296819653838,0.9991038454326159,0.9959595798961756,0.9978461392180398,2.0,0.4444444444444444,1.7777777777777777,13C1 O4,de-protonated,,1.0,78.0,C8 H16 O4 13C1,8.0,16.0,4.0,,,,1.0,
26,82,189.01951907450444,189.01932864908937,189.01933221933908,1523389.8091624682,66.62897604365445,955035.7587793495,8.208955778284269,-1,-0.018888278045791983,0.9999352671831647,0.0,0.5999611603098988,8.0,0.4,0.6,O4,de-protonated,,0.0,,C10 H6 O4,10.0,6.0,4.0,,,,,
27,83,189.0406287986545,189.04043835259887,189.04046158739908,1625690.5049635433,54.541271671405745,904816.9740894602,8.631037881584316,-1,-0.12290913815456292,0.9972626704079753,0.0,0.5983576022447852,3.0,0.8571428571428571,1.4285714285714286,O6,de-protonated,,0.0,,C7 H10 O6,7.0,10.0,6.0,,,,,
28,84,189.07704469304656,189.07685421138436,189.07684709674908,24452821.970139984,78.9882972000876,1015745.8480265563,128.13979751468125,-1,0.0376282733193304,0.9997662218594758,0.9863543778840537,0.994401484269307,2.0,0.625,1.75,O5,de-protonated,,0.0,,C8 H14 O5,8.0,14.0,5.0,,,,,
29,85,190.08039987180976,190.0802084091026,190.0802019318191,2515643.752876398,55.002597155275176,947611.9932518112,13.16030352853483,-1,0.0340765815701551,0.9997893215477773,0.9863543778840537,0.9944153440822878,2.0,0.625,1.75,13C1 O5,de-protonated,,1.0,84.0,C7 H14 O5 13C1,7.0,14.0,5.0,,,,1.0,
30,89,191.03520845715596,191.0350160608902,191.03498228379908,1856321.6118122283,51.130076422553564,893073.8164327764,10.108325243134484,-1,0.17681102547258845,0.9943435840996506,0.0,0.5966061504597904,7.0,0.4,0.8,O4,de-protonated,,0.0,,C10 H8 O4,10.0,8.0,4.0,,,,,
31,95,193.0144505320279,193.0142562006294,193.01424683890906,2554681.8301655008,44.60613351704089,945081.4838529569,13.67978919413489,-1,0.048502742662966135,0.9995732301461293,0.0,0.5997439380876776,7.0,0.5555555555555556,0.6666666666666666,O5,de-protonated,,0.0,,C9 H6 O5,9.0,6.0,5.0,,,,,
32,97,193.0508057000453,193.05061133310258,193.05063234825906,3246392.1856406727,25.50821940818281,1007966.8933981446,17.20796267300196,-1,-0.1088582628381258,0.9978521210418273,0.0,0.5987112726250964,6.0,0.4,1.0,O4,de-protonated,,0.0,,C10 H10 O4,10.0,10.0,4.0,,,,,
33,99,193.0872180958022,193.08702369325937,193.08701785760908,6229946.187330469,114.52165848828028,990044.168452831,32.673483842637054,-1,0.030222903380710583,0.9998342741693819,0.0,0.5999005645016291,5.0,0.2727272727272727,1.2727272727272727,O3,de-protonated,,0.0,,C11 H14 O3,11.0,14.0,3.0,,,,,
34,103,195.0300858446306,195.02988954260007,195.0298969033691,8532979.516578728,52.93978376435821,1001627.3902254077,45.73638380887187,-1,-0.03774174695868455,0.9997415707292171,0.0,0.5998449424375303,6.0,0.5555555555555556,0.8888888888888888,O5,de-protonated,,0.0,,C9 H8 O5,9.0,8.0,5.0,,,,,
